url,name,description,source,location,domain
https://www.notion.vc/portfolio/statustoday,StatusToday,"StatusToday is an innovative cloud-based workplace analytics platform that focuses on the key asset of any organisation people. With a combined focus on psychology, log management and artificial intelligence, the platform helps companies better understand their employees.Using data stemming from network activity, the platform's AI can make highly educated inferences on employee behaviour in the context of operational aspects, ranging from productivity and communication to employee well-being and network security. In doing so, it provides an unprecedented and unparalleled standard of operational visibility and empowers decision-makers in the organisation.",https://www.notion.vc/portfolio/,London,Human Capital Management
https://www.techwolf.io/,TechWolf,"TechWolf is a Belgian-based AI company providing API-first Skill infrastructure for large company CHROs who are dissatisfied with their ability to make data-driven people decisions, despite investing in a myriad of talent applications. TechWolf’s advanced AI creates high-quality skill profiles by leveraging data from systems where employees do their work, unlike traditional applications that are only using limited and siloed HR data. Notable customers include GSK, HSBC, bp, United Airlines, Metlife, Synopsys, IQVIA, Workday, KBC, Booking.com and KLM.",https://www.notion.vc/portfolio/,Belgium,Human Capital Management
https://www.notion.vc/portfolio/testgorilla,TestGorilla,"TestGorilla is an online skills assessment platform. The company aims to make hiring more efficient and less biased, by allowing organizations to use skills assessments at the top of the hiring funnel.",https://www.notion.vc/portfolio/,Netherlands,Human Capital Management
https://www.topia.com/,Topia,"Topia provides technology solutions to manage employee work location flexibility effectively, at scale and with a firm focus on compliance. Topia's platform is being used by some of the world's largest and most prestigious companies, including two of the world’s biggest firms in the energy and food services sectors, one of the best-known international retail brands and industry leaders in the semiconductor, telecoms & engineering/design sectors. Today’s employees are working in a more diverse range of locations than ever before. Whether it’s due to business trips, international/domestic assignments, permanent transfers or remote working practices, the workforce has never been more geographically dispersed. Managing a distributed workforce effectively is critical and companies have to be able to move people to where they’re most needed quickly and cost-effectively. Topia is used to support businesses before, during and after their people move or travel to wherever they need to be and helps companies ensure the right people are in the right place at the right time.",https://www.notion.vc/portfolio/,UK,Human Capital Management
https://tradeshift.com/,Tradeshift,"Tradeshift is the world's largest business commerce platform that connects buyers and sellers. Tradeshift connects over 1.5 million companies across 190 countries, is on track to process over half a trillion USD in transaction value, and has a marketplace containing 28 million SKUs. It offers solutions for procuring to pay, supplier engagement and financial services, and enables companies and partners to build custom or commercial apps on its business commerce platform.",https://www.notion.vc/portfolio/,San Francisco,Digital Supply Chain
https://www.triptease.com/,Triptease,"Triptease is a SaaS startup building industry-leading software for the hotel industry. Its platform helps more than 10,000 hotels including Best Western, Virgin Hotels and thousands of independents connect with guests directly and capture more bookings on their website. The Triptease Platform is built to help hotels take back control of their distribution and increase their direct revenue.",https://www.notion.vc/portfolio/,"London, New York, Singapore",Hospitality
https://www.transunion.com/,Trustev,"Founded in Cork, Ireland in 2013, Trustev verifies the identity of online shoppers and fights fraud for e-commerce merchants. Trustev's award-winning solution addresses multi-billion dollar online fraud losses from businesses around the globe, empowering retailers to do business in new markets and accept international payments without fear of fraud.",https://www.notion.vc/portfolio/,Ireland,Cybersecurity
https://unbabel.com/,Unbabel,"Unbabel eliminates language barriers so that businesses can thrive across cultures and geographies. The company's language operations platform blends advanced artificial intelligence with human editors, for fast, efficient, high-quality translations that get smarter over time. Unbabel integrates seamlessly in any channel, so agents can deliver consistent multilingual support from within their existing workflows. Making it easy for enterprises to grow into new markets and build customer trust in every corner of the world.",https://www.notion.vc/portfolio/,"San Francisco, Calif.",Deep Tech
https://upvest.co/,Upvest,"Upvest enables businesses to build great investment experiences for their end customers – seamless, secure, and across international borders. The single Investment-API and digital infrastructure – along with our modular design – make it easy and cost-effective to offer customized investment products. Upvest's vision is to make investing as easy as spending money. By enabling any business to offer investment opportunities, the goal is to empower anyone to invest.",https://www.notion.vc/portfolio/,Germany,Finance
https://www.notion.vc/portfolio/vev,Vev,Vev helps aspiring entrepreneurs launch a business by providing its users with a ready-made and industry-specific software and payments track. Anyone can launch one of over 100 business types in a matter of a few clicks - free of charge.,https://www.notion.vc/portfolio/,Netherlands,Commerce enablement
https://www.virtualstock.co.uk/,Virtualstock,"Virtualstock is a leading British SaaS company that aims to transform global enterprise supply chains and marketplaces. Its flagship product, The Edge, has been successful in delivering supply chain optimisation for leading retailers, the NHS, suppliers and their customers. The Edge delivers best-in-class eProcurement functionality, including an Amazon-style B2B marketplace, full procure-to-pay (P2P), product information management (PIM), catalogue management, order management, inventory management, e-invoicing, track and trace, and analytics. The platform is GS1 and PEPPOL certified.",https://www.notion.vc/portfolio/,UK,Digital Supply Chain
https://www.vizolution.com/,Vizolution,"Vizolution provide SaaS solutions that streamline difficult customer journeys across store, telephony and digital channels. Our digital solutions enable agents and customers to show, share and sign documents offering all the benefits of a face-to-face interaction without the high cost. By doing this, we deliver significant value and competitive advantage to our Enterprise customers across Financial Services, Telcos, Utilities and Public Sector, increasing conversion rates by over 20%, halving transaction times and reducing costs, as well as delivering high customer satisfaction rates and improved compliance.",https://www.notion.vc/portfolio/,UK,Fintech
https://www.volocommerce.com/,Volo Commerce,"The Volo vision is to create the world's most successful community of online multichannel sellers. We help you transform your sales with a service that simplifies complexity, removes borders and frees you to grow. You can streamline your processes and control your costs with the right mix of technology, guidance, experience and support. And you'll accelerate your growth across key online marketplaces with the essential tools, knowledge, confidence and sense of community you need to succeed. The company's customers cover a wide range of retail categories and include companies such as Superdry, BMW, Halfords, Homebase, Fox Direct and Currys PCWorld.",https://www.notion.vc/portfolio/,UK,Commerce enablement
https://www.vortexa.com/,Vortexa,"Using state-of-the-art algorithms and deep energy domain expertise, Vortexa processes data on a massive scale from multiple satellite constellations, markets, governments and other key information sources to infer global energy flows at an unprecedented level of accuracy and speed.",https://www.notion.vc/portfolio/,UK,Energy
https://www.wercker.com/,Wercker,"Wercker is a collaborative continuous delivery platform that increases developer velocity. By using wercker, risk is reduced and waste is eliminated by enabling developers to build, test and deploy their applications fast and often. Since launching in 2013, team wercker is on a mission to build an integral platform for how software gets delivered on the internet and cloud.",https://www.notion.vc/portfolio/,Amsterdam and San Francisco,Development Tools
https://www.workable.com/,Workable,"Workable is all-in-one recruiting software: a single system for teams to find, track and evaluate candidates. Quick to implement and easy to use, Workable accelerates the hiring process by finding the right candidates faster and improving hiring team collaboration. Designed for organizations with 1-1000 employees, Workable is currently helping over 6000 companies to meet their hiring goals on time and on budget, by reducing their time to hire.",https://www.notion.vc/portfolio/,Greece,Human Capital Management
https://www.yulife.com/,YuLife,YuLife transforms traditional insurance and employee benefits into life-enhancing experiences every employee will value and use. The YuLife app uses behavioural science and game mechanics to reward people for living well and provides direct access to virtual GP's and mental health support. The result is a highly engaging proposition that drives lasting healthy habits as well as actionable HR insights for businesses.,https://www.notion.vc/portfolio/,UK,Insurance
